Date,Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax,Total,Time,Payment,Rating
2023-07-26,INV001852INV001744INV001573INV001363INV001944INV000363INV000835INV001681INV001523INV001638INV000367,BBCCACCBBBA,NaypyitawNaypyitawMandalayMandalayMandalayNaypyitawNaypyitawYangonNaypyitawMandalayMandalay,NormalNormalMemberNormalMemberMemberMemberNormalMemberNormalNormal,FemaleMaleFemaleMaleMaleFemaleMaleFemaleMaleMaleFemale,Home & LifestyleFood & BeveragesSports & TravelFood & BeveragesFashion AccessoriesHealth & BeautyHealth & BeautySports & TravelFood & BeveragesSports & TravelElectronic Accessories,510.18,55,59.410000000000004,3339.55,14:4411:449:2512:5613:3318:0514:5917:4716:4810:5615:59,EwalletCashEwalletEwalletEwalletCashEwalletCredit cardCredit cardCashCredit card,78.0
2023-07-27,INV001590INV001730INV001235INV001239,AACC,MandalayNaypyitawMandalayNaypyitaw,NormalNormalNormalMember,MaleFemaleFemaleMale,Food & BeveragesSports & TravelElectronic AccessoriesHealth & Beauty,155.95000000000002,29,21.220000000000002,861.19,18:0211:289:4319:47,Credit cardEwalletCashEwallet,28.0
2023-07-28,INV000471INV000837INV000664INV001392INV001080INV000850,BBCAAA,NaypyitawNaypyitawMandalayMandalayMandalayNaypyitaw,MemberNormalMemberMemberNormalNormal,MaleFemaleMaleMaleFemaleFemale,Electronic AccessoriesFashion AccessoriesElectronic AccessoriesHome & LifestyleSports & TravelHome & Lifestyle,354.18,34,34.23,1137.92,15:2119:3511:3210:448:4819:42,CashEwalletEwalletEwalletCredit cardCash,44.099999999999994
2023-07-29,INV001463INV001369INV000716INV001154INV001146INV000687INV000791INV000535,ACBCABAB,MandalayMandalayYangonMandalayMandalayYangonYangonNaypyitaw,NormalNormalMemberMemberNormalNormalNormalMember,FemaleFemaleFemaleFemaleFemaleFemaleMaleFemale,Health & BeautyHome & LifestyleHealth & BeautyFashion AccessoriesSports & TravelFood & BeveragesFood & BeveragesFood & Beverages,328.54,36,50.55,1652.5,15:2217:1116:4211:1317:108:3415:2518:58,Credit cardCashCashCredit cardCredit cardEwalletEwalletCredit card,59.0
2023-07-30,INV000842INV001577INV000622INV000818,CBAC,NaypyitawYangonMandalayNaypyitaw,NormalNormalMemberNormal,FemaleMaleMaleFemale,Health & BeautyHealth & BeautyFood & BeveragesHealth & Beauty,226.74,19,19.02,814.01,10:358:2819:4312:16,EwalletEwalletCashCredit card,29.1
2023-07-31,INV001676INV000854INV000680INV001117,ABBB,YangonMandalayNaypyitawNaypyitaw,NormalNormalNormalMember,FemaleFemaleFemaleFemale,Food & BeveragesFood & BeveragesHealth & BeautyFood & Beverages,217.1,21,18.66,1572.8400000000001,10:5919:5718:0318:30,CashCredit cardEwalletCredit card,29.8
2023-08-01,INV001513INV001965INV000164,CBC,MandalayMandalayNaypyitaw,NormalMemberNormal,FemaleMaleMale,Fashion AccessoriesHome & LifestyleFood & Beverages,144.93,24,12.4,402.34000000000003,8:3711:5412:29,CashCashEwallet,17.3
2023-08-02,INV000725INV001520INV001382INV000431INV001912,ACBAC,YangonMandalayMandalayNaypyitawNaypyitaw,MemberNormalNormalNormalNormal,MaleFemaleMaleMaleFemale,Fashion AccessoriesFood & BeveragesHome & LifestyleFood & BeveragesHome & Lifestyle,297.43,33,31.36,1410.17,12:5418:1214:109:568:32,CashCashEwalletCredit cardCredit card,31.1
2023-08-03,INV000388INV001749INV001326,CAC,MandalayYangonYangon,NormalNormalMember,MaleFemaleFemale,Home & LifestyleHome & LifestyleElectronic Accessories,140.14,9,18.259999999999998,876.49,15:1414:2414:45,EwalletCashCredit card,23.3
2023-08-04,INV000628INV001236INV001598INV001087INV000755,BBCBB,NaypyitawNaypyitawMandalayYangonMandalay,NormalMemberMemberMemberMember,FemaleFemaleFemaleMaleMale,Electronic AccessoriesFood & BeveragesElectronic AccessoriesFashion AccessoriesElectronic Accessories,376.98,29,31.8,1510.06,12:0919:4812:059:1617:55,EwalletEwalletCashCashEwallet,34.9
2023-08-05,INV000010INV000013,AA,NaypyitawYangon,NormalNormal,MaleFemale,Home & LifestyleSports & Travel,88.03,14,11.32,271.72,18:4518:37,Credit cardEwallet,13.5
2023-08-06,INV000265INV000262,CB,YangonYangon,MemberNormal,MaleMale,Electronic AccessoriesHealth & Beauty,65.39,6,9.76,570.04,15:3413:26,EwalletCash,15.1
2023-08-07,INV001075INV001934INV000998INV000694INV000968INV000667INV001161,CABBAAB,YangonYangonYangonMandalayMandalayNaypyitawNaypyitaw,NormalMemberNormalNormalMemberNormalMember,MaleFemaleMaleMaleFemaleMaleFemale,Fashion AccessoriesHealth & BeautyHealth & BeautyElectronic AccessoriesSports & TravelElectronic AccessoriesHealth & Beauty,330.42,34,35.56,1918.49,19:1318:0918:0312:4510:209:3518:36,Credit cardCashEwalletCashEwalletCredit cardCredit card,46.5
2023-08-08,INV000001INV001215INV001848INV000368INV000179INV001957INV000539INV000843,BACBABAB,MandalayMandalayNaypyitawYangonNaypyitawYangonMandalayYangon,MemberMemberNormalNormalNormalNormalMemberNormal,MaleMaleMaleFemaleFemaleMaleFemaleMale,Food & BeveragesHome & LifestyleFashion AccessoriesHome & LifestyleHealth & BeautyHealth & BeautyElectronic AccessoriesFashion Accessories,418.9,38,43.79,2019.08,18:5418:579:5317:3215:369:1010:3116:46,Credit cardCashCashEwalletCredit cardEwalletCredit cardCash,57.2
2023-08-09,INV001827INV000333INV000206INV000428,BCBC,MandalayYangonNaypyitawMandalay,MemberMemberNormalMember,FemaleFemaleFemaleMale,Food & BeveragesHealth & BeautyHome & LifestyleSports & Travel,156.62,22,22.450000000000003,1089.9299999999998,11:4414:4413:2917:04,CashCredit cardCashCash,28.5
2023-08-10,INV001644INV001673INV000890INV001960INV000366INV000439INV001758INV001488,CABBCCAC,NaypyitawMandalayMandalayMandalayNaypyitawMandalayNaypyitawNaypyitaw,MemberNormalMemberMemberNormalMemberNormalMember,MaleFemaleFemaleFemaleFemaleFemaleFemaleMale,Electronic AccessoriesHealth & BeautyHealth & BeautyElectronic AccessoriesHome & LifestyleHome & LifestyleFood & BeveragesElectronic Accessories,435.29,39,49.14,1651.22,14:0610:4611:238:0515:0215:5414:1812:32,CashEwalletEwalletEwalletCredit cardCredit cardCredit cardEwallet,56.2
2023-08-11,INV000781INV000469INV001019INV000361INV001095INV000922INV001552,AAACCBA,MandalayNaypyitawNaypyitawYangonMandalayNaypyitawNaypyitaw,NormalNormalMemberNormalNormalNormalMember,MaleFemaleMaleFemaleMaleFemaleFemale,Electronic AccessoriesFashion AccessoriesFood & BeveragesSports & TravelFood & BeveragesElectronic AccessoriesFashion Accessories,260.08,45,32.16,2089.94,19:248:3916:4016:2511:3411:0519:18,EwalletEwalletEwalletCredit cardCredit cardCredit cardCash,56.9
2023-08-12,INV000317INV001522INV001691INV000823,CBAC,YangonYangonYangonYangon,MemberMemberNormalMember,FemaleMaleMaleFemale,Food & BeveragesElectronic AccessoriesElectronic AccessoriesHome & Lifestyle,262.92,19,30.69,902.62,15:5514:5413:0810:57,EwalletCashCashEwallet,21.9
2023-08-13,INV001214INV000885INV001144INV000059INV001237,ABCAB,MandalayYangonYangonYangonNaypyitaw,MemberMemberMemberMemberNormal,FemaleMaleMaleFemaleFemale,Fashion AccessoriesSports & TravelHealth & BeautyHome & LifestyleHealth & Beauty,205.13,24,26.759999999999998,1527.6,18:0210:3016:1314:5218:29,Credit cardEwalletCredit cardEwalletCredit card,40.5
2023-08-14,INV001796INV001872INV000861INV001899INV001164INV001907,BAAABB,YangonNaypyitawYangonNaypyitawMandalayMandalay,NormalMemberMemberNormalNormalMember,FemaleFemaleMaleFemaleMaleFemale,Electronic AccessoriesHome & LifestyleHome & LifestyleSports & TravelHome & LifestyleHealth & Beauty,402.5,30,30.68,1274.93,15:1616:4819:299:0215:4519:54,EwalletCredit cardEwalletCashCredit cardCash,42.8
2023-08-15,INV000189INV001134INV000049INV001418INV000884INV000306,BCBCBB,MandalayMandalayYangonNaypyitawYangonYangon,NormalNormalMemberNormalMemberNormal,FemaleMaleMaleMaleMaleMale,Electronic AccessoriesElectronic AccessoriesElectronic AccessoriesFood & BeveragesHealth & BeautyElectronic Accessories,277.3,33,31.11,1596.4,18:1114:3512:1713:3111:2914:56,EwalletCredit cardCashEwalletCredit cardCredit card,46.8
2023-08-16,INV001569INV000409INV001338,ABB,MandalayMandalayYangon,MemberNormalNormal,MaleMaleFemale,Home & LifestyleHome & LifestyleHome & Lifestyle,181.62,14,17.23,508.98,12:5815:3610:23,CashCashEwallet,22.7
2023-08-17,INV001716INV000064INV000027INV001849,BCCB,NaypyitawYangonMandalayYangon,NormalMemberMemberNormal,FemaleMaleMaleFemale,Home & LifestyleFood & BeveragesElectronic AccessoriesFood & Beverages,318.12,28,29.05,446.76,19:3411:2513:3112:27,CashCashCashCredit card,28.8
2023-08-18,INV000657INV001821,AB,MandalayNaypyitaw,MemberNormal,MaleFemale,Sports & TravelHealth & Beauty,150.04,9,10.93,766.6,8:2312:46,CashEwallet,9.5
2023-08-19,INV001057INV001585INV001408INV000553INV000652,AAAAC,MandalayMandalayNaypyitawNaypyitawMandalay,NormalMemberNormalMemberNormal,MaleMaleFemaleMaleMale,Sports & TravelFood & BeveragesFashion AccessoriesFood & BeveragesHome & Lifestyle,321.28,10,34.989999999999995,570.6800000000001,17:5314:4112:1017:068:50,CashEwalletCredit cardCredit cardEwallet,41.5
2023-08-20,INV000419INV001182INV001241INV001565INV000906,BBBBA,YangonNaypyitawMandalayNaypyitawYangon,NormalMemberNormalNormalMember,MaleMaleMaleFemaleMale,Health & BeautyFood & BeveragesHome & LifestyleElectronic AccessoriesHealth & Beauty,194.67000000000002,38,23.89,1330.49,12:4714:4611:0216:5916:30,Credit cardCredit cardCredit cardEwalletCredit card,29.5
2023-08-21,INV001815INV000197INV001306INV001397INV000756,CCBBB,NaypyitawNaypyitawMandalayNaypyitawNaypyitaw,NormalNormalMemberNormalMember,FemaleMaleMaleFemaleFemale,Electronic AccessoriesElectronic AccessoriesSports & TravelSports & TravelFashion Accessories,260.22,21,24.33,1507.77,10:3312:5619:289:468:04,EwalletCredit cardEwalletCashCash,33.9
2023-08-22,INV000545INV001011INV000109INV000888INV001063INV000287,AACACA,MandalayMandalayMandalayMandalayMandalayNaypyitaw,MemberMemberMemberNormalNormalMember,FemaleFemaleMaleMaleFemaleMale,Fashion AccessoriesFood & BeveragesFood & BeveragesHealth & BeautyElectronic AccessoriesSports & Travel,374.91999999999996,26,42.78,1525.19,14:2419:4712:4817:5914:228:37,EwalletCashCredit cardCredit cardCashCredit card,40.2
2023-08-23,INV001538INV000077INV001908INV000353INV001176INV001643INV001377INV000437,BAACBABB,NaypyitawMandalayNaypyitawYangonNaypyitawYangonNaypyitawYangon,NormalMemberMemberNormalMemberNormalMemberMember,FemaleFemaleFemaleFemaleFemaleMaleMaleFemale,Electronic AccessoriesFood & BeveragesSports & TravelHome & LifestyleElectronic AccessoriesFood & BeveragesFashion AccessoriesElectronic Accessories,481.56,46,44.28,2472.75,16:1118:5118:3111:439:569:0815:009:41,Credit cardEwalletEwalletEwalletEwalletCashEwalletCash,50.5
2023-08-24,INV000398INV000799INV000451INV000003,AAAC,NaypyitawYangonNaypyitawNaypyitaw,NormalMemberNormalNormal,MaleMaleMaleFemale,Sports & TravelElectronic AccessoriesSports & TravelFashion Accessories,295.06,13,20.28,1376.1200000000001,10:1712:3714:0516:16,Credit cardEwalletCredit cardCash,32.5
2023-08-25,INV001012INV001225INV000502,CBB,YangonYangonMandalay,MemberMemberMember,MaleMaleFemale,Health & BeautyFashion AccessoriesElectronic Accessories,116.03,14,17.17,369.14,19:0913:2810:22,EwalletEwalletEwallet,24.4
2023-08-26,INV001780INV000631INV001540INV000292,CACB,MandalayNaypyitawMandalayYangon,NormalMemberNormalMember,FemaleMaleFemaleFemale,Health & BeautyFashion AccessoriesFashion AccessoriesFashion Accessories,169.91000000000003,13,22.12,539.37,10:3014:1719:5817:36,Credit cardEwalletEwalletEwallet,27.9
2023-08-27,INV000435INV001229INV001041INV000611INV000978INV000989INV001948,ACBABBB,YangonYangonMandalayNaypyitawNaypyitawMandalayMandalay,MemberNormalNormalNormalMemberMemberMember,FemaleMaleFemaleMaleFemaleMaleFemale,Health & BeautyHealth & BeautyHome & LifestyleFashion AccessoriesFood & BeveragesFood & BeveragesFood & Beverages,400.45,27,40.39,1424.6200000000001,17:5113:4217:1614:4619:1818:4212:57,Credit cardEwalletCashCashCredit cardCredit cardCredit card,54.7
2023-08-28,INV000026INV000913INV000533INV001152,CCAA,NaypyitawMandalayYangonMandalay,MemberNormalNormalMember,FemaleMaleFemaleMale,Electronic AccessoriesSports & TravelHome & LifestyleHealth & Beauty,159.88,18,17.38,505.88,11:239:2018:4119:12,CashEwalletCashCredit card,30.400000000000002
2023-08-29,INV000704INV001199INV001905INV000859INV000972INV001954INV001485INV000766INV000238INV001664,ABCABCCCBC,YangonYangonNaypyitawYangonMandalayMandalayNaypyitawMandalayMandalayMandalay,NormalMemberNormalMemberNormalMemberMemberNormalNormalMember,FemaleFemaleMaleFemaleFemaleFemaleMaleFemaleFemaleMale,Electronic AccessoriesHealth & BeautyFood & BeveragesHealth & BeautyHealth & BeautyHome & LifestyleHome & LifestyleElectronic AccessoriesSports & TravelFashion Accessories,588.15,39,57.07,2544.5,8:2715:5014:548:4815:5914:4810:2011:5814:5013:43,EwalletCashCredit cardEwalletCashEwalletCashCredit cardEwalletEwallet,61.6
2023-08-30,INV001491INV000216INV001261INV001034,BBCB,NaypyitawNaypyitawMandalayYangon,NormalMemberNormalNormal,FemaleMaleFemaleFemale,Sports & TravelElectronic AccessoriesSports & TravelElectronic Accessories,202.17000000000002,22,21.990000000000002,1408.01,13:3110:3916:0917:10,CashEwalletEwalletCash,21.6
2023-08-31,INV000147INV000166INV000810INV001623INV000789INV001864INV000971INV000893INV000148,ABCCAACAA,YangonYangonMandalayNaypyitawYangonYangonMandalayNaypyitawYangon,MemberNormalMemberMemberMemberMemberNormalMemberMember,MaleMaleFemaleMaleMaleFemaleFemaleFemaleFemale,Food & BeveragesFood & BeveragesHome & LifestyleFood & BeveragesHealth & BeautyHome & LifestyleElectronic AccessoriesHealth & BeautyHome & Lifestyle,533.88,36,59.66,1905.26,8:1718:2714:5712:4918:018:3013:5116:039:54,Credit cardEwalletCredit cardEwalletEwalletEwalletEwalletCashEwallet,57.3
2023-09-01,INV001628INV001988INV001977INV001242INV001124INV000065INV001205,ABCAAAB,MandalayYangonNaypyitawMandalayMandalayMandalayNaypyitaw,MemberMemberMemberNormalNormalMemberNormal,MaleFemaleMaleMaleMaleFemaleMale,Food & BeveragesHome & LifestyleFashion AccessoriesHealth & BeautySports & TravelFood & BeveragesFashion Accessories,459.69000000000005,26,42.3,1681.47,13:209:0917:0310:2417:0118:2011:52,EwalletCredit cardEwalletEwalletEwalletCredit cardCash,56.3
2023-09-02,INV000141INV000602INV001430INV001202INV000162,BAABB,NaypyitawYangonYangonNaypyitawNaypyitaw,MemberNormalNormalNormalMember,FemaleMaleFemaleMaleMale,Health & BeautyFashion AccessoriesHealth & BeautySports & TravelFood & Beverages,187.27,18,19.83,1361.51,8:2312:5919:0818:1819:26,EwalletEwalletCredit cardEwalletCash,42.9
2023-09-03,INV000514INV000567INV000021INV000591INV001477INV001785,ABAABA,NaypyitawMandalayYangonNaypyitawYangonMandalay,NormalMemberNormalNormalMemberNormal,FemaleMaleFemaleFemaleFemaleFemale,Fashion AccessoriesHealth & BeautySports & TravelElectronic AccessoriesSports & TravelHealth & Beauty,477.58000000000004,34,26.43,2072.01,19:0113:5317:5616:119:4210:25,EwalletCredit cardCashEwalletCashEwallet,46.3
2023-09-04,INV000008INV000098INV000981INV001742,CCBA,YangonMandalayNaypyitawMandalay,NormalNormalMemberMember,MaleFemaleMaleFemale,Fashion AccessoriesHealth & BeautyHome & LifestyleHome & Lifestyle,271.87,23,16.92,431.46000000000004,11:3212:3713:1413:39,Credit cardEwalletCredit cardEwallet,26.4
2023-09-05,INV000229INV000045INV001953INV000142,ACCA,MandalayNaypyitawYangonMandalay,NormalNormalMemberNormal,MaleFemaleMaleMale,Sports & TravelFood & BeveragesSports & TravelFashion Accessories,217.54000000000002,27,14.48,1236.21,14:0311:2912:0616:29,Credit cardEwalletCredit cardCash,25.5
2023-09-06,INV000617INV000979INV000886INV001424INV000938,BCACA,NaypyitawYangonMandalayMandalayNaypyitaw,MemberMemberNormalNormalNormal,FemaleFemaleMaleMaleMale,Health & BeautyFashion AccessoriesElectronic AccessoriesElectronic AccessoriesHealth & Beauty,298.39,23,25.06,886.5799999999999,13:308:4914:3510:0011:38,Credit cardEwalletCredit cardCredit cardCash,33.3
2023-09-07,INV001275INV000083,BA,YangonYangon,NormalNormal,FemaleFemale,Food & BeveragesFashion Accessories,131.93,9,11.73,514.73,16:5410:12,EwalletCredit card,14.299999999999999
2023-09-08,INV001527INV001774INV000063INV000135INV000343,ACBBC,MandalayMandalayYangonMandalayNaypyitaw,NormalNormalMemberMemberNormal,FemaleMaleFemaleFemaleFemale,Sports & TravelElectronic AccessoriesElectronic AccessoriesSports & TravelHome & Lifestyle,278.55,39,26.439999999999998,894.39,17:0313:2516:0213:0517:30,Credit cardCredit cardEwalletEwalletEwallet,34.1
2023-09-09,INV000208INV001240INV000421INV001089INV000326INV000662INV000248,CBBCCAB,MandalayYangonMandalayNaypyitawYangonMandalayMandalay,NormalMemberMemberMemberMemberNormalNormal,FemaleFemaleMaleFemaleFemaleFemaleMale,Health & BeautyHealth & BeautyHome & LifestyleHome & LifestyleHome & LifestyleHome & LifestyleHome & Lifestyle,284.39000000000004,34,59.5,1440.9299999999998,12:3017:0516:4111:1717:0017:438:45,CashCredit cardEwalletEwalletEwalletEwalletCash,48.1
2023-09-10,INV001773INV000595INV000649INV001498INV000844INV001534INV001497,BABABBA,YangonNaypyitawMandalayYangonMandalayYangonYangon,NormalMemberNormalNormalNormalNormalNormal,FemaleFemaleMaleMaleFemaleMaleFemale,Electronic AccessoriesFashion AccessoriesElectronic AccessoriesSports & TravelElectronic AccessoriesHome & LifestyleHome & Lifestyle,400.27,28,25.8,2470.1,10:218:4917:3417:4610:4312:319:23,EwalletCredit cardCashEwalletCredit cardCashCredit card,48.9
2023-09-11,INV001593INV001626INV001050,CCA,YangonYangonYangon,MemberMemberMember,MaleFemaleFemale,Electronic AccessoriesSports & TravelSports & Travel,120.03,20,17.86,1021.53,18:3719:3419:08,Credit cardCashCash,22.7
2023-09-12,INV001920INV001604INV000385INV001794INV000470,CBCCA,MandalayMandalayYangonNaypyitawYangon,MemberNormalNormalMemberMember,FemaleFemaleFemaleFemaleFemale,Food & BeveragesSports & TravelHealth & BeautyFashion AccessoriesHome & Lifestyle,375.24,16,37.22,1303.36,19:4819:3511:4919:2315:57,Credit cardCredit cardCredit cardCredit cardCash,36.9
2023-09-13,INV001490INV000314INV000177INV001255INV001693,BCAAA,MandalayYangonMandalayNaypyitawMandalay,MemberNormalMemberMemberNormal,FemaleMaleFemaleFemaleFemale,Food & BeveragesElectronic AccessoriesHome & LifestyleSports & TravelFashion Accessories,307.63,25,23.96,1562.8899999999999,16:1419:0212:479:578:24,CashEwalletCashEwalletCredit card,33.0
2023-09-14,INV000466INV001486INV001768INV001528INV001989INV001448INV000505INV001808INV000728,AACCBBBBB,NaypyitawNaypyitawYangonYangonMandalayMandalayNaypyitawNaypyitawYangon,NormalNormalNormalMemberMemberNormalNormalNormalMember,FemaleFemaleFemaleMaleFemaleMaleMaleMaleFemale,Home & LifestyleHealth & BeautyElectronic AccessoriesHome & LifestyleElectronic AccessoriesSports & TravelFood & BeveragesElectronic AccessoriesElectronic Accessories,481.95,41,63.82,1666.09,10:3018:0111:4716:3910:4217:0911:5315:2818:08,CashCredit cardCashEwalletEwalletCredit cardEwalletCredit cardCredit card,60.4
2023-09-15,INV001006INV000537INV000311INV000117,BACB,MandalayYangonMandalayYangon,MemberMemberMemberNormal,MaleMaleFemaleMale,Electronic AccessoriesFood & BeveragesHealth & BeautyElectronic Accessories,251.22,22,24.05,938.3199999999999,11:1717:359:3816:27,EwalletEwalletEwalletCredit card,26.1
2023-09-16,INV000825INV000221INV000014,BCA,MandalayNaypyitawNaypyitaw,MemberMemberNormal,FemaleFemaleFemale,Sports & TravelElectronic AccessoriesFashion Accessories,107.55,7,14.02,299.63,10:0614:498:29,CashCashCash,24.3
2023-09-17,INV001470INV001975INV000365,BBA,MandalayYangonYangon,NormalNormalNormal,FemaleMaleMale,Sports & TravelFood & BeveragesFashion Accessories,182.25,14,10.24,1000.4,11:3413:0412:58,Credit cardCashEwallet,15.399999999999999
2023-09-18,INV000456INV001961INV001706INV001875INV000375INV000984INV000321,BABACCC,YangonYangonMandalayNaypyitawYangonYangonMandalay,NormalNormalNormalNormalMemberNormalNormal,MaleMaleMaleFemaleFemaleFemaleFemale,Sports & TravelElectronic AccessoriesElectronic AccessoriesSports & TravelSports & TravelHealth & BeautyFashion Accessories,326.22,47,44.69,2217.48,13:5817:2217:0811:1317:079:5413:48,Credit cardEwalletCredit cardEwalletEwalletCredit cardCredit card,56.1
2023-09-19,INV000322INV001337INV001274INV000776INV000863INV000544,ACACBA,YangonYangonMandalayNaypyitawYangonNaypyitaw,MemberMemberNormalMemberNormalMember,MaleMaleFemaleMaleFemaleMale,Health & BeautyHome & LifestyleHealth & BeautyFashion AccessoriesElectronic AccessoriesFashion Accessories,341.21000000000004,16,45.18,1866.2,10:5019:1015:5116:0818:478:21,EwalletCashCashCredit cardCredit cardCredit card,45.5
2023-09-20,INV000753INV000411INV000464INV000191INV000941,ACBCB,YangonMandalayNaypyitawYangonMandalay,NormalMemberMemberMemberMember,MaleMaleMaleMaleFemale,Fashion AccessoriesHealth & BeautyHealth & BeautyHome & LifestyleHealth & Beauty,212.39,23,19.669999999999998,549.31,10:3315:2818:2318:1611:56,EwalletCredit cardCashCredit cardCredit card,27.5
2023-09-21,INV000952INV001010INV000290INV001606INV000556,CCBBC,MandalayNaypyitawNaypyitawMandalayNaypyitaw,MemberNormalNormalNormalNormal,FemaleMaleFemaleFemaleMale,Sports & TravelFashion AccessoriesHome & LifestyleSports & TravelSports & Travel,331.06,23,17.46,986.55,13:3614:1716:1014:1110:34,Credit cardEwalletEwalletCredit cardCredit card,29.9
2023-09-22,INV001987INV000230INV000478INV000638INV001635INV000196,ABAACB,MandalayNaypyitawNaypyitawMandalayMandalayMandalay,NormalNormalNormalMemberNormalMember,FemaleMaleFemaleFemaleFemaleFemale,Sports & TravelSports & TravelFood & BeveragesFood & BeveragesFood & BeveragesHome & Lifestyle,280.85,31,14.690000000000001,1769.0900000000001,17:1511:1118:2714:3015:3516:52,Credit cardEwalletCashCashCredit cardEwallet,40.5
2023-09-23,INV001385INV001267INV000085INV000011INV000663INV001128,BBCBBC,YangonYangonMandalayMandalayMandalayMandalay,MemberNormalMemberMemberNormalMember,FemaleFemaleFemaleMaleMaleMale,Electronic AccessoriesHome & LifestyleSports & TravelHome & LifestyleFood & BeveragesHealth & Beauty,296.53,39,27.98,1849.1100000000001,15:4415:3819:0217:5513:2119:14,Credit cardEwalletCredit cardCredit cardEwalletEwallet,43.300000000000004
2023-09-24,INV001671INV000286INV000195INV000268INV001600INV001902,BCABBC,MandalayYangonYangonNaypyitawYangonNaypyitaw,NormalNormalNormalMemberMemberMember,MaleMaleMaleMaleFemaleMale,Home & LifestyleFood & BeveragesFashion AccessoriesHealth & BeautyHome & LifestyleSports & Travel,368.97,27,32.1,1429.17,16:4916:068:0610:5315:0413:43,CashCredit cardCashEwalletCashEwallet,42.9
2023-09-25,INV000080INV000499INV001190INV001831INV000897INV001482INV000289INV001358INV001743INV001496INV000677INV001367,BBAABBCBCBAC,NaypyitawNaypyitawMandalayNaypyitawMandalayMandalayNaypyitawNaypyitawYangonYangonNaypyitawNaypyitaw,NormalMemberMemberNormalMemberMemberMemberMemberNormalNormalMemberMember,MaleFemaleMaleMaleFemaleFemaleFemaleMaleMaleMaleFemaleFemale,Food & BeveragesSports & TravelHome & LifestyleHealth & BeautyFashion AccessoriesFashion AccessoriesSports & TravelFood & BeveragesSports & TravelHealth & BeautyFashion AccessoriesElectronic Accessories,710.4,62,68.98,4099.76,16:5614:5215:049:5718:318:0712:0213:3310:099:3711:089:09,EwalletCashEwalletCredit cardCashCredit cardCashCashEwalletCredit cardCredit cardEwallet,85.7
2023-09-26,INV000518INV000845INV000224INV000737INV001062INV001530,BABAAA,NaypyitawYangonYangonMandalayMandalayYangon,NormalMemberNormalMemberMemberNormal,MaleMaleFemaleFemaleMaleMale,Health & BeautyHome & LifestyleHome & LifestyleSports & TravelElectronic AccessoriesSports & Travel,421.86,35,39.03,1344.73,12:1118:2215:5217:089:5213:55,Credit cardCashCashCashCredit cardCredit card,29.8
2023-09-27,INV000254INV000838INV000060INV001640,CBCC,YangonNaypyitawMandalayMandalay,NormalMemberNormalNormal,MaleMaleMaleMale,Fashion AccessoriesHealth & BeautyFashion AccessoriesFood & Beverages,215.68,14,24.63,814.99,10:3518:1618:2413:58,CashCredit cardEwalletCash,31.4
2023-09-28,INV000741INV000930INV001625INV001015INV000824INV000484,BCCACC,MandalayYangonNaypyitawYangonNaypyitawMandalay,NormalNormalNormalMemberNormalNormal,MaleMaleMaleMaleFemaleMale,Home & LifestyleElectronic AccessoriesFashion AccessoriesFashion AccessoriesElectronic AccessoriesFashion Accessories,257.44,28,21.6,1873.8,18:2515:599:518:2114:4013:09,EwalletEwalletCredit cardCashCashEwallet,43.3
2023-09-29,INV000029INV001727INV000288,ABB,YangonYangonNaypyitaw,MemberNormalMember,MaleFemaleMale,Fashion AccessoriesHome & LifestyleFashion Accessories,161.79,17,9.22,799.54,14:5511:0115:57,CashCashCash,19.6
2023-09-30,INV000600INV001617INV000813INV000839INV001084INV001851INV001715INV001483,ACCBACBA,MandalayMandalayYangonYangonMandalayMandalayMandalayYangon,NormalNormalMemberMemberNormalMemberMemberMember,MaleFemaleFemaleMaleFemaleMaleFemaleMale,Sports & TravelFood & BeveragesElectronic AccessoriesFood & BeveragesElectronic AccessoriesHome & LifestyleSports & TravelFashion Accessories,405.22,40,35.48,2025.8600000000001,14:4010:4118:5017:438:2213:2812:5715:50,EwalletEwalletCashCredit cardEwalletEwalletCredit cardEwallet,47.8
2023-10-01,INV000956INV000653INV001409INV001952,AACB,NaypyitawYangonNaypyitawNaypyitaw,MemberNormalMemberMember,FemaleMaleMaleMale,Fashion AccessoriesSports & TravelFood & BeveragesHealth & Beauty,185.97000000000003,23,27.53,1675.31,19:5813:0713:5010:42,CashEwalletCashCredit card,27.4
2023-10-02,INV001620INV001036INV000226,AAB,MandalayYangonMandalay,MemberMemberNormal,MaleMaleMale,Food & BeveragesFood & BeveragesSports & Travel,152.81,15,20.68,1067.6100000000001,13:4714:5817:22,CashEwalletCash,19.7
2023-10-03,INV000390INV000951INV000932INV000573INV000370,CACCB,YangonYangonNaypyitawMandalayMandalay,MemberNormalMemberMemberMember,FemaleFemaleMaleMaleMale,Fashion AccessoriesFood & BeveragesFood & BeveragesElectronic AccessoriesFashion Accessories,362.81,33,18.43,1297.2,15:5019:3312:4012:1215:34,Credit cardCredit cardEwalletCredit cardCash,35.6
